"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","DAVIESS","061","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","182.4","6.2"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","HARRISON","081","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","159.3","3.9"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","PLATTE","165","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","175.4","8.7"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","WORTH","227","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","186.8","4.9"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","CAPE GIRARDEAU","031","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","165","8.0"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","DUNKLIN","069","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","172.3","1.6"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","MISSISSIPPI","133","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","184.1","1.1"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","NEW MADRID","143","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","170.6","6.0"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","PEMISCOT","155","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","199","2.6"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","SCOTT","201","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","195.5","2.6"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","STODDARD","207","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","181.8","3.9"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","BARRY","009","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","98.7","22.6"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","BARTON","011","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","176.1","5.2"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","DADE","057","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","131.8","11.0"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","LAWRENCE","109","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","111.7","9.0"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","WEST","40","CASS","037","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","160.9","8.3"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","WEST","40","CEDAR","039","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","166.1","1.9"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","WEST","40","JACKSON","095","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","154.2","12.9"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","WEST","40","JOHNSON","101","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","192.4","5.7"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","WEST","40","LAFAYETTE","107","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","212.2","2.1"
"SURVEY","2024","YEAR","","COUNTY","MISSOURI","29","WEST","40","ST CLAIR","185","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","154.2","11.4"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","","99","OTHER COUNTIES","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","167.3","2.7"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","CENTRAL","50","ADAMS","001","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","120.1","14.0"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","CENTRAL","50","GREEN LAKE","047","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","168.3","6.5"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","CENTRAL","50","JUNEAU","057","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","141","6.2"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","CENTRAL","50","MARQUETTE","077","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","126","6.7"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","CENTRAL","50","PORTAGE","097","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","159.5","6.3"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","CENTRAL","50","WAUPACA","135","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140.8","5.6"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","CENTRAL","50","WAUSHARA","137","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","143.2","7.9"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","CENTRAL","50","WOOD","141","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","128.6","7.2"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","CALUMET","015","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","135.3","6.9"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","DOOR","029","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","117.7","6.0"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","FOND DU LAC","039","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","180.1","3.2"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","KEWAUNEE","061","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","166.2","1.6"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","MANITOWOC","071","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","161.7","5.1"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","OUTAGAMIE","087","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","158","7.3"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","SHEBOYGAN","117","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","143.4","2.5"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","WINNEBAGO","139","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","148.6","3.4"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTH CENTRAL","20","CLARK","019","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","135.3","7.0"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTH CENTRAL","20","LINCOLN","069","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","115.4","9.2"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTH CENTRAL","20","MARATHON","073","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","149.1","3.9"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTH CENTRAL","20","PRICE","099","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","150.7","2.8"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTH CENTRAL","20","TAYLOR","119","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","113.4","6.7"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTHEAST","30","LANGLADE","067","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","123.6","4.2"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTHEAST","30","MARINETTE","075","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","144.9","6.6"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTHEAST","30","OCONTO","083","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","159.6","4.6"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","BARRON","005","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","160","2.4"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","BURNETT","013","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","124.3","8.6"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","CHIPPEWA","017","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","181","4.7"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","POLK","095","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","161","2.6"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","RUSK","107","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","132.1","6.5"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","SAWYER","113","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","156.4","1.8"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","WASHBURN","129","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","153","3.4"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","SOUTH CENTRAL","80","COLUMBIA","021","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","201.1","2.9"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","SOUTH CENTRAL","80","DANE","025","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","195.2","1.9"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","SOUTH CENTRAL","80","DODGE","027","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","177.8","3.2"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","SOUTH CENTRAL","80","GREEN","045","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","187.8","6.1"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","SOUTH CENTRAL","80","JEFFERSON","055","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","169.3","4.2"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","SOUTH CENTRAL","80","ROCK","105","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","186.4","4.5"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","SOUTHEAST","90","KENOSHA","059","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","182.3","4.4"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","SOUTHEAST","90","OZAUKEE","089","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","154.4","2.8"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","SOUTHEAST","90","RACINE","101","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","189.6","4.2"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","SOUTHEAST","90","WALWORTH","127","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","197.7","1.3"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","SOUTHEAST","90","WASHINGTON","131","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","157.4","3.4"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","SOUTHEAST","90","WAUKESHA","133","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","179.4","2.4"
"SURVEY","2024","YEAR","","COUNTY","WISCONSIN","55","SOUTHWEST","70","CRAWFORD","023","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","178.3","3.6"
